4061550	40_PI_1136(26)		Spacer C3	
4061551	11_PI_1183(91)		Spacer C3	Low Yield at Ods 03/14/14 mrr
4061552	11_PI_1183(91) dual		Spacer C3	Low Yield at Ods 03/14/14 mrr
4061553	26_PI_1147(153)		Spacer C3	
4061554	69_PI_1141(90)		Spacer C3	
4061555	73_PI_1149(RT3)		Spacer C3	
4061556	42_PI_1136(94)		Spacer C3	Low Yield at Ods 03/14/14 mrr
4061557	82_PI_1138(RT14)		Spacer C3	
4061558	53_PI_1277(52)D		Spacer C3	Low Yield at Ods 03/14/14 mrr
4061559	43_PI_1138(166)		Spacer C3	
4061560	54_PI_1298(318)		Spacer C3	
4061561	70_PI_1136(RT2)D		Spacer C3	
4061562	HBB_PI_14471(20)		Spacer C3	Low Yield at Ods 03/14/14 mrr
4061563	61_PI_1132(75)		Spacer C3	Low Yield at Ods 03/14/14 mrr
4061564	6_PI_1111(113)D		Spacer C3	
4061565	6_PI_1168(113)D		Spacer C3	
4061566	44_PI_1138(333)		Spacer C3	Low Yield at Ods 03/14/14 mrr
4061567	40_PI_1136(26)		Spacer C3	
4061568	11_PI_1183(91)		Spacer C3	Low Yield at Ods 03/14/14 mrr
4061569	11_PI_1183(91) dual		Spacer C3	Low Yield at Ods 03/14/14 mrr
4061570	26_PI_1147(153)		Spacer C3	
4061571	69_PI_1141(90)		Spacer C3	
4061572	73_PI_1149(RT3)		Spacer C3	
4061573	42_PI_1136(94)		Spacer C3	
4061574	82_PI_1138(RT14)		Spacer C3	
4061575	53_PI_1277(52)D		Spacer C3	
4061576	43_PI_1138(166)		Spacer C3	Low Yield at Ods 03/14/14 mrr
4061577	54_PI_1298(318)		Spacer C3	
4061578	70_PI_1136(RT2)D		Spacer C3	
4061579	HBB_PI_14471(20)		Spacer C3	
4061580	61_PI_1132(75)		Spacer C3	
4061581	6_PI_1111(113)D		Spacer C3	
4061582	6_PI_1168(113)D		Spacer C3	
4061583	44_PI_1138(333)		Spacer C3	
4061584	40_PI_1136(26)		Spacer C3	
4061585	11_PI_1183(91)		Spacer C3	
4061586	11_PI_1183(91) dual		Spacer C3	
4061587	26_PI_1147(153)		Spacer C3	
4061588	69_PI_1141(90)		Spacer C3	
4061589	73_PI_1149(RT3)		Spacer C3	
4061590	42_PI_1136(94)		Spacer C3	
4061591	82_PI_1138(RT14)		Spacer C3	
4061592	53_PI_1277(52)D		Spacer C3	
4061593	43_PI_1138(166)		Spacer C3	
4061594	54_PI_1298(318)		Spacer C3	
4061595	70_PI_1136(RT2)D		Spacer C3	
4061596	HBB_PI_14471(20)		Spacer C3	
4061597	61_PI_1132(75)		Spacer C3	Low Yield at Ods 03/14/14 mrr
4061598	6_PI_1111(113)D		Spacer C3	
4061599	6_PI_1168(113)D		Spacer C3	
4061600	44_PI_1138(333)		Spacer C3	
4061601	40_PI_1136(26)		Spacer C3	
4061602	11_PI_1183(91)		Spacer C3	
4061603	26_PI_1147(153)		Spacer C3	
4061604	69_PI_1141(90)		Spacer C3	
4061605	73_PI_1149(RT3)		Spacer C3	
4061606	42_PI_1136(94)		Spacer C3	
4061607	82_PI_1138(RT14)		Spacer C3	
4061608	53_PI_1277(52)D		Spacer C3	
4061609	43_PI_1138(166)		Spacer C3	
4061610	54_PI_1298(318)		Spacer C3	
4061611	70_PI_1136(RT2)D		Spacer C3	
4061612	HBB_PI_14471(20)		Spacer C3	
4061613	61_PI_1132(75)		Spacer C3	
4061614	6_PI_1111(113)D		Spacer C3	
4061615	6_PI_1168(113)D		Spacer C3	
4061616	40_PI_1136(26)		Spacer C3	
4061617	11_PI_1183(91)		Spacer C3	
4061618	26_PI_1147(153)		Spacer C3	
4061619	69_PI_1141(90)		Spacer C3	
4061620	73_PI_1149(RT3)		Spacer C3	
4061621	42_PI_1136(94)		Spacer C3	
4061622	82_PI_1138(RT14)		Spacer C3	
4061623	53_PI_1277(52)D		Spacer C3	
4061624	43_PI_1138(166)		Spacer C3	
4061625	54_PI_1298(318)		Spacer C3	
4061626	70_PI_1136(RT2)D		Spacer C3	
4061627	HBB_PI_14471(20)		Spacer C3	
4061628	61_PI_1132(75)		Spacer C3	
4061629	6_PI_1111(113)D		Spacer C3	
4061630	6_PI_1168(113)D		Spacer C3	
4061631	40_PI_1136(26)		Spacer C3	
4061632	11_PI_1183(91)		Spacer C3	
4061633	42_PI_1136(94)		Spacer C3	
4061634	82_PI_1138(RT14)		Spacer C3	
4061635	53_PI_1277(52)D		Spacer C3	
4061636	70_PI_1136(RT2)D		Spacer C3	
4061637	6_PI_1111(113)D		Spacer C3	
4061638	42_PI_1136(94)		Spacer C3	
4061639	82_PI_1138(RT14)		Spacer C3	
4061640	53_PI_1277(52)D		Spacer C3	
4061641	70_PI_1136(RT2)D		Spacer C3	
4061642	6_PI_1111(113)D		Spacer C3	
4061643	6_PI_1111(113)D		Spacer C3	
4061644	6_PI_1111(113)D		Spacer C3	
4061260	ZmADH1-271TET	TET	BHQ-1	
4055576	D3 Probe C v1		Spacer C3	
4061926	Hevin Red Quasar 570em_1		Quasar 570	
4061927	Hevin Red Quasar 570em_2		Quasar 570	
4061928	Hevin Red Quasar 570em_3		Quasar 570	
4061929	Hevin Red Quasar 570em_4		Quasar 570	
4061930	Hevin Red Quasar 570em_5		Quasar 570	
4061931	Hevin Red Quasar 570em_6		Quasar 570	
4061932	Hevin Red Quasar 570em_7		Quasar 570	
4061933	Hevin Red Quasar 570em_8		Quasar 570	
4061934	Hevin Red Quasar 570em_9		Quasar 570	
4061935	Hevin Red Quasar 570em_10		Quasar 570	
4061936	Hevin Red Quasar 570em_11		Quasar 570	
4061937	Hevin Red Quasar 570em_12		Quasar 570	
4061938	Hevin Red Quasar 570em_13		Quasar 570	
4061939	Hevin Red Quasar 570em_14		Quasar 570	
4061940	Hevin Red Quasar 570em_15		Quasar 570	
4061941	Hevin Red Quasar 570em_16		Quasar 570	
4061942	Hevin Red Quasar 570em_17		Quasar 570	
4061943	Hevin Red Quasar 570em_18		Quasar 570	
4061944	Hevin Red Quasar 570em_19		Quasar 570	
4061945	Hevin Red Quasar 570em_20		Quasar 570	
4061946	Hevin Red Quasar 570em_21		Quasar 570	
4061947	Hevin Red Quasar 570em_22		Quasar 570	
4061948	Hevin Red Quasar 570em_23		Quasar 570	
4061949	Hevin Red Quasar 570em_24		Quasar 570	
4061950	Hevin Red Quasar 570em_25		Quasar 570	
4061951	Hevin Red Quasar 570em_26		Quasar 570	
4061952	Hevin Red Quasar 570em_27		Quasar 570	
4061953	Hevin Red Quasar 570em_28		Quasar 570	
4061954	Hevin Red Quasar 570em_29		Quasar 570	
4061955	Hevin Red Quasar 570em_30		Quasar 570	
4061956	Hevin Red Quasar 570em_31		Quasar 570	
4061957	Hevin Red Quasar 570em_32		Quasar 570	
4061958	Hevin Red Quasar 570em_33		Quasar 570	
4061959	Hevin Red Quasar 570em_34		Quasar 570	
4061960	Hevin Red Quasar 570em_35		Quasar 570	
4061961	Hevin Red Quasar 570em_36		Quasar 570	
4061962	Hevin Red Quasar 570em_37		Quasar 570	
4061963	Hevin Red Quasar 570em_38		Quasar 570	
4061964	Hevin Red Quasar 570em_39		Quasar 570	
4061965	Hevin Red Quasar 570em_40		Quasar 570	
4061966	Hevin Red Quasar 570em_41		Quasar 570	
4061967	Hevin Red Quasar 570em_42		Quasar 570	
4061968	Hevin Red Quasar 570em_43		Quasar 570	
4061969	Hevin Red Quasar 570em_44		Quasar 570	
4061970	Hevin Red Quasar 570em_45		Quasar 570	
4061971	Hevin Red Quasar 570em_46		Quasar 570	
4061972	Hevin Red Quasar 570em_47		Quasar 570	
4061973	Hevin Red Quasar 570em_48		Quasar 570	
4061974	Neuroligin1 Quasar 570_1		Quasar 570	
4061975	Neuroligin1 Quasar 570_2		Quasar 570	
4061976	Neuroligin1 Quasar 570_3		Quasar 570	
4061977	Neuroligin1 Quasar 570_4		Quasar 570	
4061978	Neuroligin1 Quasar 570_5		Quasar 570	
4061979	Neuroligin1 Quasar 570_6		Quasar 570	
4061980	Neuroligin1 Quasar 570_7		Quasar 570	
4061981	Neuroligin1 Quasar 570_8		Quasar 570	
4061982	Neuroligin1 Quasar 570_9		Quasar 570	
4061983	Neuroligin1 Quasar 570_10		Quasar 570	
4061984	Neuroligin1 Quasar 570_11		Quasar 570	
4061985	Neuroligin1 Quasar 570_12		Quasar 570	
4061986	Neuroligin1 Quasar 570_13		Quasar 570	
4061987	Neuroligin1 Quasar 570_14		Quasar 570	
4061988	Neuroligin1 Quasar 570_15		Quasar 570	
4061989	Neuroligin1 Quasar 570_16		Quasar 570	
4061990	Neuroligin1 Quasar 570_17		Quasar 570	
4061991	Neuroligin1 Quasar 570_18		Quasar 570	
4061992	Neuroligin1 Quasar 570_19		Quasar 570	
4061993	Neuroligin1 Quasar 570_20		Quasar 570	
4061994	Neuroligin1 Quasar 570_21		Quasar 570	
4061995	Neuroligin1 Quasar 570_22		Quasar 570	
4061996	Neuroligin1 Quasar 570_23		Quasar 570	
4061997	Neuroligin1 Quasar 570_24		Quasar 570	
4061998	Neuroligin1 Quasar 570_25		Quasar 570	
4061999	Neuroligin1 Quasar 570_26		Quasar 570	
4062000	Neuroligin1 Quasar 570_27		Quasar 570	
4062001	Neuroligin1 Quasar 570_28		Quasar 570	
4062002	Neuroligin1 Quasar 570_29		Quasar 570	
4062003	Neuroligin1 Quasar 570_30		Quasar 570	
4062004	Neuroligin1 Quasar 570_31		Quasar 570	
4062005	Neuroligin1 Quasar 570_32		Quasar 570	
4062006	Neuroligin1 Quasar 570_33		Quasar 570	
4062007	Neuroligin1 Quasar 570_34		Quasar 570	
4062008	Neuroligin1 Quasar 570_35		Quasar 570	
4062009	Neuroligin1 Quasar 570_36		Quasar 570	
4062010	Neuroligin1 Quasar 570_37		Quasar 570	
4062011	Neuroligin1 Quasar 570_38		Quasar 570	
4062012	Neuroligin1 Quasar 570_39		Quasar 570	
4062013	Neuroligin1 Quasar 570_40		Quasar 570	
4062014	Neuroligin1 Quasar 570_41		Quasar 570	
4062015	Neuroligin1 Quasar 570_42		Quasar 570	
4062016	Neuroligin1 Quasar 570_43		Quasar 570	
4062017	Neuroligin1 Quasar 570_44		Quasar 570	
4062018	Neuroligin1 Quasar 570_45		Quasar 570	
4062019	Neuroligin1 Quasar 570_46		Quasar 570	
4062020	Neuroligin1 Quasar 570_47		Quasar 570	
4062021	Neuroligin1 Quasar 570_48		Quasar 570	
4042438	pcr60d-FB	Biotin		MS not ok: TSRe-lotted for re-elution 03/11/14 kt no DNA - 03/11/14 sm
4042446	pcr10c-RB	Biotin		MS not ok: TSrel-lotted for re-elution 03/11/14 kt no DNA - 03/11/14 sm
4062254	NEAT1_5_1		Quasar 670	
4062255	NEAT1_5_2		Quasar 670	
4062256	NEAT1_5_3		Quasar 670	
4062257	NEAT1_5_4		Quasar 670	
4062258	NEAT1_5_5		Quasar 670	
4062259	NEAT1_5_6		Quasar 670	
4062260	NEAT1_5_7		Quasar 670	
4062261	NEAT1_5_8		Quasar 670	
4062262	NEAT1_5_9		Quasar 670	
4062263	NEAT1_5_10		Quasar 670	
4062264	NEAT1_5_11		Quasar 670	
4062265	NEAT1_5_12		Quasar 670	
4062266	NEAT1_5_13		Quasar 670	
4062267	NEAT1_5_14		Quasar 670	
4062268	NEAT1_5_15		Quasar 670	
4062269	NEAT1_5_16		Quasar 670	
4062270	NEAT1_5_17		Quasar 670	
4062271	NEAT1_5_18		Quasar 670	
4062272	NEAT1_5_19		Quasar 670	
4062273	NEAT1_5_20		Quasar 670	
4062274	NEAT1_5_21		Quasar 670	
4062275	NEAT1_5_22		Quasar 670	
4062276	NEAT1_5_23		Quasar 670	
4062277	NEAT1_5_24		Quasar 670	
4062278	NEAT1_5_25		Quasar 670	
4062279	NEAT1_5_26		Quasar 670	
4062280	NEAT1_5_27		Quasar 670	
4062281	NEAT1_5_28		Quasar 670	
4062282	NEAT1_5_29		Quasar 670	
4062283	NEAT1_5_30		Quasar 670	
4062284	NEAT1_5_31		Quasar 670	
4062285	NEAT1_5_32		Quasar 670	
4062286	NEAT1_5_33		Quasar 670	
4062287	NEAT1_5_34		Quasar 670	
4062288	NEAT1_5_35		Quasar 670	
4062289	NEAT1_5_36		Quasar 670	
4062290	NEAT1_5_37		Quasar 670	
4062291	NEAT1_5_38		Quasar 670	
4062292	NEAT1_5_39		Quasar 670	
4062293	NEAT1_5_40		Quasar 670	
4062294	NEAT1_5_41		Quasar 670	
4062295	NEAT1_5_42		Quasar 670	
4062296	NEAT1_5_43		Quasar 670	
4062297	NEAT1_5_44		Quasar 670	
4062298	NEAT1_5_45		Quasar 670	
4062299	NEAT1_5_46		Quasar 670	
4062300	NEAT1_5_47		Quasar 670	
4062301	NEAT1_5_48		Quasar 670	
4045106	SSM_018_SH-1d	Thiol C6 SS		Low yield at ODs 03/12/14 kt
4043362	Anchor Strand	Thiol C6 SS	Methylene Blue	MS ok: TSlow yield at ODs 03/14/14 AG
4054147	aminoglyc 5'C6thiol 3'MB	Thiol C6 SS	Methylene Blue	poor purity: TS
4054148	doxorubicin 3'MB 5'6Cthio	Thiol C6 SS	Methylene Blue	poor purity: TS
4062185	H1229R-FV_PIR-0J-14pTh		Spacer C3	
4062186	Y1702C-FV_PIR-0G-13pTh		Spacer C3	
4062187	H1229R-FV_PIR-0J-14pTh		Spacer C3	
4062188	Y1702C-FV_PIR-0G-13pTh		Spacer C3	
4062189	H1229R-FV_PIR-0J-14pTh		Spacer C3	
4062190	Y1702C-FV_PIR-0G-13pTh		Spacer C3	
4062030	GAD	FAM	BHQ-1	
4062079	zS1pr1_P3	FAM	BHQ-1	
4062082	zS1pr1_P4	FAM	BHQ-1	
4062105	INTIMIN PROBE	FAM	BHQ-1	
4062118	HA3-P	FAM	BHQ-1	MS ok: TSlow yield 3/12/214 la
4055885	Betaactin-probe	FAM	BHQ-1	flushed 03/11/14 kt
4062068	WN3'NC PROBE	FAM	BHQ-1	MS ok: TSlow yield 3/12/214 la
4062071	RNP PROBE	FAM	BHQ-1	MS ok: TSlow yield 3/12/214 la
4062112	InfA-P	FAM	BHQ-1	MS ok: TSlow yield 3/12/214 la
4062127	InfB-P	FAM	BHQ-1	MS ok: TSlow yield 3/12/214 la
4062130	RP-P	FAM	BHQ-1	MS ok: TSlow yield 3/12/214 la
4062172	Ring 2	FAM	BHQ-1	
4058341	Hu MDR1 Probe	FAM	TAMRA	
4058342	Hu CYP1A2 Probe	FAM	TAMRA	MS ok: TSLow Yield at Ods 03/12/14 mrr
4058343	Hu CYP2B6 Probe	FAM	TAMRA	
4058344	Hu CYP3A4 Probe	FAM	TAMRA	
4058345	Hu GAPDH Probe	FAM	TAMRA	MS ok: TSnot this oligo
4058384	18853UF	5-TAMRA		no TAM: TS
4058378	6474UF	6-FAM		
4062905	GATA1_242			
4062906	GATA1_243			
4062907	GATA1_251			
4062908	GATA1_255			
4062909	GATA1_248			
4062910	GATA1_240			
4062911	GATA1_253			
4062912	GATA1_254			
4062913	GATA1_244			
4062914	GATA1_250			
4062915	GATA1_241			
4062916	GATA1_249			
4062917	GATA1_252			
4062918	GATA1_246			
4062919	GATA1_247			
4062920	GATA1_205			
4062921	GATA1_206			
4062922	GATA1_208			
4062923	GATA1_209			
4062924	GATA1_210			
4062925	GATA1_211			
4062926	GATA1_212			
4062927	GATA1_213			
4062928	GATA1_214			
4062929	GATA1_215			
4062930	GATA1_262			
4062931	GATA1_263			
4062932	GATA1_264			
4062933	GATA1_265			
4062845	QD_HS2_1			
4062846	QD_HS2_2			
4062847	QD_HS2_3			
4062848	QD_HS2_4			
4062849	QD_HS2_5			
4062850	QD_HS2_6			
4062851	QD_HS2_7			
4062852	QD_HS2_8			
4062853	QD_HS2_9			
4062854	QD_HS2_10			
4062855	QD_HS2_11			
4062856	QD_HS2_12			
4062857	QD_HS2_13			
4062858	QD_HS2_14			
4062859	QD_HS2_15			
4062860	QD_HS2_16			
4062861	QD_HS2_17			
4062862	QD_HS2_18			
4062863	QD_HS2_19			
4062864	QD_HS2_20			
4062865	QD_HS2_21			
4062866	QD_HS2_22			
4062867	QD_HS2_23			
4062868	QD_HS2_24			
4062869	QD_HS2_25			
4062870	QD_HS2_26			
4062871	QD_HS2_27			
4062872	QD_HS2_28			
4062873	QD_HS2_29			
4062874	QD_HS2_30			
4062875	QD_HS3_1			
4062876	QD_HS3_2			
4062877	QD_HS3_3			
4062878	QD_HS3_4			
4062879	QD_HS3_5			
4062880	QD_HS3_6			
4062881	QD_HS3_7			
4062882	QD_HS3_8			
4062883	QD_HS3_9			
4062884	QD_HS3_10			
4062885	QD_HS3_11			
4062886	QD_HS3_12			
4062887	QD_HS3_13			
4062888	QD_HS3_14			
4062889	QD_HS3_15			
4062890	QD_HS3_16			
4062891	QD_HS3_17			
4062892	QD_HS3_18			
4062893	QD_HS3_19			
4062894	QD_HS3_20			
4062895	QD_HS3_21			
4062896	QD_HS3_22			
4062897	QD_HS3_23			
4062898	QD_HS3_24			
4062899	QD_HS3_25			
4062900	QD_HS3_26			
4062901	QD_HS3_27			
4062902	QD_HS3_28			
4062903	QD_HS3_29			
4062904	QD_HS3_30			
4058408	PSP1 S1	FAM	BHQ-1	see 286835 for syn. info. dw
4058438	Ring2	FAM	BHQ-1	see 286835 for syn. info. dw
4061269	PEDN+27354-PB	FAM	BHQ-1	see 286916 for syn. info. dw
4061272	PdCov-PB	FAM	BHQ-1	see 286916 for syn. info. dw
4061275	AIV-Matrix+64-Probe	FAM	BHQ-1	see 286916 for syn. info. dw
4061276	AIV-Matrix+64-Probe	FAM	BHQ-1	see 286916 for syn. info. dw
4061281	APMV-1M+4169	FAM	BHQ-1	see 286916 for syn. info. dw
4062448	mAldh1_1		Quasar 670	
4062449	mAldh1_2		Quasar 670	
4062450	mAldh1_3		Quasar 670	
4062451	mAldh1_4		Quasar 670	
4062452	mAldh1_5		Quasar 670	
4062453	mAldh1_6		Quasar 670	
4062454	mAldh1_7		Quasar 670	
4062455	mAldh1_8		Quasar 670	
4062456	mAldh1_9		Quasar 670	
4062457	mAldh1_10		Quasar 670	
4062458	mAldh1_11		Quasar 670	
4062459	mAldh1_12		Quasar 670	
4062460	mAldh1_13		Quasar 670	
4062461	mAldh1_14		Quasar 670	
4062462	mAldh1_15		Quasar 670	
4062463	mAldh1_16		Quasar 670	
4062464	mAldh1_17		Quasar 670	
4062465	mAldh1_18		Quasar 670	
4062466	mAldh1_19		Quasar 670	
4062467	mAldh1_20		Quasar 670	
4062468	mAldh1_21		Quasar 670	
4062469	mAldh1_22		Quasar 670	
4062470	mAldh1_23		Quasar 670	
4062471	mAldh1_24		Quasar 670	
4062472	mAldh1_25		Quasar 670	
4062473	mAldh1_26		Quasar 670	
4062474	mAldh1_27		Quasar 670	
4062475	mAldh1_28		Quasar 670	
4062476	mAldh1_29		Quasar 670	
4062477	mAldh1_30		Quasar 670	
4062478	mAldh1_31		Quasar 670	
4062479	mAldh1_32		Quasar 670	
4062480	mAldh1_33		Quasar 670	
4062481	mAldh1_34		Quasar 670	
4062482	mAldh1_35		Quasar 670	
4062483	mAldh1_36		Quasar 670	
4062484	mAldh1_37		Quasar 670	
4062485	mAldh1_38		Quasar 670	
4062486	mAldh1_39		Quasar 670	
4062487	mAldh1_40		Quasar 670	
4062488	mAldh1_41		Quasar 670	
4062489	mAldh1_42		Quasar 670	
4062490	mAldh1_43		Quasar 670	
4062491	mAldh1_44		Quasar 670	
4062492	mAldh1_45		Quasar 670	
4062493	mAldh1_46		Quasar 670	
4062494	mAldh1_47		Quasar 670	
4062495	mAldh1_48		Quasar 670	
4062688	mAldh1a2_1		Quasar 670	
4062689	mAldh1a2_2		Quasar 670	
4062690	mAldh1a2_3		Quasar 670	
4062691	mAldh1a2_4		Quasar 670	
4062692	mAldh1a2_5		Quasar 670	
4062693	mAldh1a2_6		Quasar 670	
4062694	mAldh1a2_7		Quasar 670	
4062695	mAldh1a2_8		Quasar 670	
4062696	mAldh1a2_9		Quasar 670	
4062697	mAldh1a2_10		Quasar 670	
4062698	mAldh1a2_11		Quasar 670	
4062699	mAldh1a2_12		Quasar 670	
4062700	mAldh1a2_13		Quasar 670	
4062701	mAldh1a2_14		Quasar 670	
4062702	mAldh1a2_15		Quasar 670	
4062703	mAldh1a2_16		Quasar 670	
4062704	mAldh1a2_17		Quasar 670	
4062705	mAldh1a2_18		Quasar 670	
4062706	mAldh1a2_19		Quasar 670	
4062707	mAldh1a2_20		Quasar 670	
4062708	mAldh1a2_21		Quasar 670	
4062709	mAldh1a2_22		Quasar 670	
4062710	mAldh1a2_23		Quasar 670	
4062711	mAldh1a2_24		Quasar 670	
4062712	mAldh1a2_25		Quasar 670	
4062713	mAldh1a2_26		Quasar 670	
4062714	mAldh1a2_27		Quasar 670	
4062715	mAldh1a2_28		Quasar 670	
4062716	mAldh1a2_29		Quasar 670	
4062717	mAldh1a2_30		Quasar 670	
4062718	mAldh1a2_31		Quasar 670	
4062719	mAldh1a2_32		Quasar 670	
4062720	mAldh1a2_33		Quasar 670	
4062721	mAldh1a2_34		Quasar 670	
4062722	mAldh1a2_35		Quasar 670	
4062723	mAldh1a2_36		Quasar 670	
4062724	mAldh1a2_37		Quasar 670	
4062725	mAldh1a2_38		Quasar 670	
4062726	mAldh1a2_39		Quasar 670	
4062727	mAldh1a2_40		Quasar 670	
4062728	mAldh1a2_41		Quasar 670	
4062729	mAldh1a2_42		Quasar 670	
4062730	mAldh1a2_43		Quasar 670	
4062731	mAldh1a2_44		Quasar 670	
4062732	mAldh1a2_45		Quasar 670	
4062733	mAldh1a2_46		Quasar 670	
4062734	mAldh1a2_47		Quasar 670	
4062735	mAldh1a2_48		Quasar 670	
4062496	mId2_1		Quasar 670	
4062497	mId2_2		Quasar 670	
4062498	mId2_3		Quasar 670	
4062499	mId2_4		Quasar 670	
4062500	mId2_5		Quasar 670	
4062501	mId2_6		Quasar 670	
4062502	mId2_7		Quasar 670	
4062503	mId2_8		Quasar 670	
4062504	mId2_9		Quasar 670	
4062505	mId2_10		Quasar 670	
4062506	mId2_11		Quasar 670	
4062507	mId2_12		Quasar 670	
4062508	mId2_13		Quasar 670	
4062509	mId2_14		Quasar 670	
4062510	mId2_15		Quasar 670	
4062511	mId2_16		Quasar 670	
4062512	mId2_17		Quasar 670	
4062513	mId2_18		Quasar 670	
4062514	mId2_19		Quasar 670	
4062515	mId2_20		Quasar 670	
4062516	mId2_21		Quasar 670	
4062517	mId2_22		Quasar 670	
4062518	mId2_23		Quasar 670	
4062519	mId2_24		Quasar 670	
4062520	mId2_25		Quasar 670	
4062521	mId2_26		Quasar 670	
4062522	mId2_27		Quasar 670	
4062523	mId2_28		Quasar 670	
4062524	mId2_29		Quasar 670	
4062525	mId2_30		Quasar 670	
4062526	mId2_31		Quasar 670	
4062527	mId2_32		Quasar 670	
4062528	mId2_33		Quasar 670	
4062529	mId2_34		Quasar 670	
4062530	mId2_35		Quasar 670	
4062531	mId2_36		Quasar 670	
4062532	mId2_37		Quasar 670	
4062533	mId2_38		Quasar 670	
4062534	mId2_39		Quasar 670	
4062535	mId2_40		Quasar 670	
4062536	mId2_41		Quasar 670	
4062537	mId2_42		Quasar 670	
4062538	mId2_43		Quasar 670	
4062539	mId2_44		Quasar 670	
4062540	mId2_45		Quasar 670	
4062541	mId2_46		Quasar 670	
4062542	mId2_47		Quasar 670	
4062543	mId2_48		Quasar 670	
4062400	mIsl1_1		Quasar 670	
4062401	mIsl1_2		Quasar 670	
4062402	mIsl1_3		Quasar 670	
4062403	mIsl1_4		Quasar 670	
4062404	mIsl1_5		Quasar 670	
4062405	mIsl1_6		Quasar 670	
4062406	mIsl1_7		Quasar 670	
4062407	mIsl1_8		Quasar 670	
4062408	mIsl1_9		Quasar 670	
4062409	mIsl1_10		Quasar 670	
4062410	mIsl1_11		Quasar 670	
4062411	mIsl1_12		Quasar 670	
4062412	mIsl1_13		Quasar 670	
4062413	mIsl1_14		Quasar 670	
4062414	mIsl1_15		Quasar 670	
4062415	mIsl1_16		Quasar 670	
4062416	mIsl1_17		Quasar 670	
4062417	mIsl1_18		Quasar 670	
4062418	mIsl1_19		Quasar 670	
4062419	mIsl1_20		Quasar 670	
4062420	mIsl1_21		Quasar 670	
4062421	mIsl1_22		Quasar 670	
4062422	mIsl1_23		Quasar 670	
4062423	mIsl1_24		Quasar 670	
4062424	mIsl1_25		Quasar 670	
4062425	mIsl1_26		Quasar 670	
4062426	mIsl1_27		Quasar 670	
4062427	mIsl1_28		Quasar 670	
4062428	mIsl1_29		Quasar 670	
4062429	mIsl1_30		Quasar 670	
4062430	mIsl1_31		Quasar 670	
4062431	mIsl1_32		Quasar 670	
4062432	mIsl1_33		Quasar 670	
4062433	mIsl1_34		Quasar 670	
4062434	mIsl1_35		Quasar 670	
4062435	mIsl1_36		Quasar 670	
4062436	mIsl1_37		Quasar 670	
4062437	mIsl1_38		Quasar 670	
4062438	mIsl1_39		Quasar 670	
4062439	mIsl1_40		Quasar 670	
4062440	mIsl1_41		Quasar 670	
4062441	mIsl1_42		Quasar 670	
4062442	mIsl1_43		Quasar 670	
4062443	mIsl1_44		Quasar 670	
4062444	mIsl1_45		Quasar 670	
4062445	mIsl1_46		Quasar 670	
4062446	mIsl1_47		Quasar 670	
4062447	mIsl1_48		Quasar 670	
4062327	mMia_1		Quasar 670	
4062328	mMia_2		Quasar 670	
4062329	mMia_3		Quasar 670	
4062330	mMia_4		Quasar 670	
4062331	mMia_5		Quasar 670	
4062332	mMia_6		Quasar 670	
4062333	mMia_7		Quasar 670	
4062334	mMia_8		Quasar 670	
4062335	mMia_9		Quasar 670	
4062336	mMia_10		Quasar 670	
4062337	mMia_11		Quasar 670	
4062338	mMia_12		Quasar 670	
4062339	mMia_13		Quasar 670	
4062340	mMia_14		Quasar 670	
4062341	mMia_15		Quasar 670	
4062342	mMia_16		Quasar 670	
4062343	mMia_17		Quasar 670	
4062344	mMia_18		Quasar 670	
4062345	mMia_19		Quasar 670	
4062346	mMia_20		Quasar 670	
4062347	mMia_21		Quasar 670	
4062348	mMia_22		Quasar 670	
4062349	mMia_23		Quasar 670	
4062350	mMia_24		Quasar 670	
4062351	mMia_25		Quasar 670	
4062640	mMyl9_1		Quasar 670	
4062641	mMyl9_2		Quasar 670	
4062642	mMyl9_3		Quasar 670	
4062643	mMyl9_4		Quasar 670	
4062644	mMyl9_5		Quasar 670	
4062645	mMyl9_6		Quasar 670	
4062646	mMyl9_7		Quasar 670	
4062647	mMyl9_8		Quasar 670	
4062648	mMyl9_9		Quasar 670	
4062649	mMyl9_10		Quasar 670	
4062650	mMyl9_11		Quasar 670	
4062651	mMyl9_12		Quasar 670	
4062652	mMyl9_13		Quasar 670	
4062653	mMyl9_14		Quasar 670	
4062654	mMyl9_15		Quasar 670	
4062655	mMyl9_16		Quasar 670	
4062656	mMyl9_17		Quasar 670	
4062657	mMyl9_18		Quasar 670	
4062658	mMyl9_19		Quasar 670	
4062659	mMyl9_20		Quasar 670	
4062660	mMyl9_21		Quasar 670	
4062661	mMyl9_22		Quasar 670	
4062662	mMyl9_23		Quasar 670	
4062663	mMyl9_24		Quasar 670	
4062664	mMyl9_25		Quasar 670	
4062665	mMyl9_26		Quasar 670	
4062666	mMyl9_27		Quasar 670	
4062667	mMyl9_28		Quasar 670	
4062668	mMyl9_29		Quasar 670	
4062669	mMyl9_30		Quasar 670	
4062670	mMyl9_31		Quasar 670	
4062671	mMyl9_32		Quasar 670	
4062672	mMyl9_33		Quasar 670	
4062673	mMyl9_34		Quasar 670	
4062674	mMyl9_35		Quasar 670	
4062675	mMyl9_36		Quasar 670	
4062676	mMyl9_37		Quasar 670	
4062677	mMyl9_38		Quasar 670	
4062678	mMyl9_39		Quasar 670	
